170245	20894	7080	466705	746345	327669	623267	159854	138891	255886	139175	456412	54137	463058	103170	653380	107147	628862	363296
436765	59237	22187	841261	859111	338316	892277	205440	119869	208218	166664	357093	61719	618914	73935	501201	406431	947513	354199
184721	31208	13004	636141	822154	303781	905783	222305	128310	225581	128592	314149	62442	505612	99238	543920	90838	620124	318787
84068	18299	9845	401474	655867	275155	1194441	191660	112445	187311	128298	315883	55606	412450	121656	481916	185910	635822	283030
168810	36119	6635	567157	788221	332150	763023	185954	134794	240247	157958	504025	51798	540201	110607	598719	124352	670590	358316
407773	70987	17448	989519	1006692	365626	962205	244861	162012	226842	192607	417578	82488	747689	81020	548563	457139	1052899	381361
176563	31018	6296	648773	846796	324699	922127	227011	137849	179023	130301	324895	62882	522561	119731	516186	108007	660455	309632
85100	23527	6963	457522	702400	286848	1242003	263641	135430	173985	122198	341224	59709	450099	120948	535732	205621	704985	312244
165234	26888	53264	567030	754725	340882	709204	191716	159413	220633	152692	565446	46328	590896	107685	624205	124360	726546	379591
421184	43736	14476	966454	915859	382052	1013878	255283	173493	242460	187350	406511	86862	759158	80380	584072	508079	1184692	389748
186068	25352	6434	676961	764513	307990	917591	214351	156891	186218	130839	346912	50737	588919	97947	530017	109613	669584	317128
86587	18368	10592	436401	647158	285913	1271313	269537	142624	204850	125919	361203	67292	447140	145402	525214	184310	674126	298426
176062	25296	9198	596647	758998	353938	701035	192152	178600	277346	145473	563828	61796	607473	103506	617813	137361	708961	393931
402436	46682	15768	990192	885011	368652	966226	238145	182053	225534	181367	428833	75234	856864	85438	579707	507536	1103592	388536
180222	28223	5838	670054	745774	308089	855432	207917	152144	203122	129863	379452	59700	628810	106668	512971	113919	637222	306530
91917	21231	7076	459914	655514	291232	1329929	224378	154699	196648	123528	364857	60660	529666	132253	523252	192427	693718	315718
178285	32809	11833	600330	762892	355699	780158	182663	180753	275475	147774	563576	60419	653580	112076	593343	148991	718025	374067
403045	49082	23276	1010059	960258	395223	997627	255151	190371	334752	190306	492272	87358	900158	82663	614554	544642	1128342	412305
179622	32025	7986	688062	828666	324552	859671	208305	200078	235695	136262	412657	57827	655736	175117	577141	111424	676925	306619
84989	23827	9260	476378	714402	305558	1437303	253564	185332	225929	131572	397977	67749	590146	123956	541676	193569	655139	299653
165752	30448	17761	615267	781903	358297	687953	204243	216834	316533	163236	623406	69252	652064	123961	681309	144003	728271	400721
377235	37607	22016	1020132	854984	376045	980829	228425	202974	304462	194089	505770	92996	841694	93822	582205	529759	1064046	410713
190236	23814	12542	711991	696080	324049	1007060	213589	175517	278906	141258	433760	78059	659357	124947	622542	143519	680606	315284
131143	16050	12918	547042	658108	308530	1442894	219958	181637	274201	138593	441246	75841	586667	144704	605546	192637	731628	334109
158609	22593	18151	713948	878482	403967	871353	232533	239980	338368	167355	692931	73815	851266	137570	721173	149935	784661	406521
368505	35526	15731	1056401	854247	399720	1023467	269973	230590	277411	193750	518793	85015	958170	92453	674392	552143	1124160	408611
188437	31702	13329	709087	758399	354480	1016014	255696	243861	273380	150304	459262	80350	738492	135958	636081	113867	687506	330690
128212	26692	43218	531835	682060	317136	1440439	247778	224734	237308	131989	485824	94449	643358	159671	631329	185018	724728	319789
