7898.555	6.966666667
7939.45	6.833333333
7994.965	6.6
8084.71	6.266666667
8158.035	6
8292.687	5.833333333
8339.324	5.7
8449.51	5.466666667
8498.282	5.466666667
8610.85	5.333333333
8697.711	5.2
8766.105	5.233333333
8831.544	5.233333333
8850.23	5.366666667
8947.129	5.3
8981.727	5.333333333
8983.945	5.7
8907.363	6.133333333
8865.564	6.6
8934.366	6.833333333
8977.252	6.866666667
9016.444	7.1
9122.95	7.366666667
9223.545	7.6
9313.208	7.633333333
9406.528	7.366666667
9424.065	7.133333333
9480.106	7.066666667
9526.337	6.8
9653.509	6.633333333
9748.156	6.566666667
9881.384	6.2
9939.655	6
10052.518	5.633333333
10086.878	5.466666667
10122.122	5.666666667
10208.772	5.666666667
10281.246	5.566666667
10348.691	5.533333333
10529.379	5.5
10626.778	5.266666667
10739.057	5.333333333
10820.908	5.233333333
10984.15	5
11124.013	4.866666667
11210.329	4.666666667
11321.246	4.633333333
11431.046	4.4
11580.587	4.533333333
11770.686	4.433333333
11864.675	4.3
11962.524	4.266666667
12113.075	4.233333333
12323.336	4.066666667
12359.095	4.033333333
12592.53	3.933333333
12607.676	4
12679.338	3.9
12643.283	4.233333333
12710.303	4.4
12670.106	4.833333333
12705.269	5.5
12822.258	5.7
12893.002	5.833333333
12955.769	5.733333333
12964.016	5.866666667
13031.169	5.866666667
13152.089	6.133333333
13372.357	6.133333333
13528.71	5.833333333
13606.509	5.7
13706.247	5.6
13830.828	5.433333333
13950.376	5.433333333
14099.081	5.3
14172.695	5.1
14291.757	4.966666667
14373.438	4.966666667
14546.119	4.733333333
14589.585	4.633333333
14602.633	4.633333333
14716.93	4.433333333
14726.022	4.5
14838.664	4.5
14938.467	4.666666667
14991.784	4.8
14889.45	5
14963.357	5.333333333
14891.643	6
14576.985	6.866666667
14375.018	8.266666667
14355.558	9.3
14402.477	9.633333333
14541.901	9.933333333
14604.845	9.833333333
14745.933	9.633333333
14845.458	9.466666667
14939.001	9.5
14881.301	9.033333333
14989.555	9.066666667
15021.149	9
15190.255	8.633333333
15291.035	8.266666667
15362.415	8.2
15380.802	8.033333333
15384.254	7.8
15491.878	7.733333333
15521.559	7.533333333
15641.336	7.266666667
15793.928	6.933333333
15757.57	6.666666667
15935.825	6.2
16139.513	6.1
16220.222	5.7
16349.97	5.533333333
16460.889	5.4
16527.587	5.1
16547.619	5
16571.573	4.933333333
16663.516	4.866666667
16778.148	4.9
16851.42	4.7
16903.24	4.666666667
17031.085	4.366666667
17169.733	4.3
