1989.535	3.733333333
2021.851	3.666666667
2033.155	3.766666667
2035.329	3.833333333
2007.522	4.666666667
2000.788	5.866666667
2022.798	6.7
2004.653	6.966666667
2084.559	6.4
2147.592	5.566666667
2230.362	4.633333333
2273.435	4.233333333
2304.542	3.5
2344.517	3.1
2392.808	3.166666667
2398.105	3.366666667
2423.457	3.066666667
2428.516	2.966666667
2446.081	3.233333333
2526.359	2.833333333
2573.372	2.7
2593.456	2.566666667
2578.922	2.733333333
2539.786	3.7
2528.043	5.266666667
2530.689	5.8
2559.397	5.966666667
2609.272	5.333333333
2683.766	4.733333333
2727.452	4.4
2764.128	4.1
2780.762	4.233333333
2770.032	4.033333333
2792.872	4.2
2790.588	4.133333333
2836.238	4.133333333
2854.517	3.933333333
2848.186	4.1
2875.927	4.233333333
2846.446	4.933333333
2772.654	6.3
2790.948	7.366666667
2855.472	7.333333333
2922.264	6.366666667
2976.629	5.833333333
3049.011	5.1
3043.139	5.266666667
3055.104	5.6
3123.162	5.133333333
3111.31	5.233333333
3119.057	5.533333333
3081.3	6.266666667
3102.251	6.8
3159.918	7
3212.606	6.766666667
3277.717	6.2
3336.753	5.633333333
3372.706	5.533333333
3404.833	5.566666667
3418.046	5.533333333
3456.08	5.766666667
3501.134	5.733333333
3569.479	5.5
3594.954	5.566666667
3672.708	5.466666667
3716.382	5.2
3766.862	5
3780.219	4.966666667
3873.452	4.9
3926.406	4.666666667
4006.152	4.366666667
4100.631	4.1
4201.891	3.866666667
4219.097	3.833333333
4249.152	3.766666667
4285.582	3.7
4324.926	3.833333333
4328.72	3.833333333
4366.088	3.8
4401.233	3.9
4490.609	3.733333333
4566.442	3.566666667
4599.332	3.533333333
4619.803	3.4
4691.637	3.4
4706.684	3.433333333
4736.143	3.566666667
4715.469	3.566666667
4707.112	4.166666667
4715.441	4.766666667
4757.213	5.166666667
4708.281	5.833333333
4834.349	5.933333333
4861.938	5.9
4899.95	6.033333333
4914.261	5.933333333
5002.436	5.766666667
5118.278	5.7
5165.448	5.566666667
5251.226	5.366666667
5380.502	4.933333333
5441.504	4.933333333
5411.935	4.8
5462.397	4.766666667
5417.024	5.133333333
5431.265	5.2
5378.679	5.633333333
5357.166	6.6
5292.444	8.266666667
5333.22	8.866666667
5421.357	8.466666667
5494.446	8.3
5618.52	7.733333333
5660.972	7.566666667
5689.756	7.733333333
5732.462	7.766666667
5799.16	7.5
5912.977	7.133333333
6017.586	6.9
6018.218	6.666666667
6039.158	6.333333333
6273.963	6
6335.317	6.033333333
6420.288	5.9
6433.044	5.866666667
6440.832	5.7
6487.08	5.866666667
6503.874	5.966666667
6524.912	6.3
6392.578	7.333333333
6382.892	7.666666667
6501.184	7.4
6635.726	7.433333333
6587.269	7.4
6662.858	7.4
6585.127	8.233333333
6474.973	8.833333333
6510.247	9.433333333
6486.8	9.9
6493.128	10.66666667
6578.175	10.36666667
6728.287	10.13333333
6860.022	9.366666667
7001.489	8.533333333
7140.597	7.866666667
7266.01	7.433333333
7337.493	7.433333333
7396.019	7.3
7469.545	7.233333333
7537.928	7.3
7655.196	7.2
7712.624	7.033333333
7784.109	7.033333333
7819.843	7.166666667
