517647	57300	25855	1314796	1869617	779205	2229945	504401	528456	561641	380619	1009363	160008	2377708	278352	1722948	359303	2500505	871711
1192658	122565	43362	2071456	2330568	897324	3196403	632476	520245	550671	468776	994884	197829	3065879	313645	1768363	786013	3716856	985396
1043666	115901	32448	2268921	2803536	956350	3703403	750801	590595	634934	499695	1123401	239381	3405716	399947	2142650	650048	4056362	1113478
688178	88415	27889	1812136	2291615	895658	4200134	770642	545657	574142	447681	1103938	221684	3175758	363407	1887701	532165	3446475	942355
486563	84777	27366	1557836	2162158	827324	2681505	588504	495938	573763	423896	1118965	178522	2840406	288162	1816389	404964	2984088	923690
1158214	142207	37190	2488044	2772618	1004982	3663089	767242	567569	585593	530149	1154835	249562	3798452	353247	2008726	892811	4326051	1090606
1044575	112915	29592	2449752	3079463	1047508	4137721	834518	595853	580991	530697	1183281	276138	3904556	441004	2231138	694109	4443887	1140388
677427	84702	23841	1946227	2460720	940404	4498445	934955	545959	544604	448197	1150545	241962	3575059	374120	2024283	572159	3731443	1002123
496219	77021	75032	1643472	2295420	889664	2820953	653529	542042	545884	429173	1257881	196696	3335677	304327	1968572	426621	3317275	996198
1139473	108814	32734	2464539	2720912	1045492	3905479	810824	597432	605689	530451	1183263	276213	4050664	346295	2117410	965813	4638626	1124429
1050220	97513	24957	2432566	2763817	1010466	4149648	826805	642720	598694	522558	1179556	260457	4147250	397836	2282834	686956	4550706	1140435
685692	77341	27657	1917313	2304046	928525	4567958	903516	600651	581544	454125	1186891	256119	3853303	393666	2075508	550859	3729431	1007438
516545	76701	30679	1715447	2147034	882123	2814312	668274	577767	650275	427873	1239170	218937	3406173	293640	1983372	448527	3288370	1016217
1090369	112594	35450	2554759	2548656	998964	3825054	786657	633346	619206	530818	1193856	266686	4360767	365521	2137150	961029	4520626	1118815
1070364	100632	24387	2433588	2649457	985629	4077799	809431	649707	658579	521100	1208244	277739	4372801	446902	2240201	706587	4404215	1114320
716628	84260	25851	2020263	2278362	938958	4662259	834986	632005	614508	456359	1208616	254694	4130735	407448	2081487	570998	3703048	1003157
508596	91447	33573	1795059	2178401	907688	3004843	661469	589030	667101	438927	1260502	248876	3701383	321311	2009584	469094	3315280	987879
1132358	122695	43637	2641863	2719979	1065406	3997130	840814	641018	799535	546311	1280748	313542	4697353	366814	2231197	1012846	4602738	1149900
1056916	109684	26928	2506035	2802902	1044876	4164588	825478	671024	712666	547756	1298936	316939	4760756	540163	2414090	738330	4544278	1134883
677006	90023	30764	2060471	2398617	978019	4918308	883999	639083	674322	470975	1279459	298506	4439599	396297	2159040	582622	3741565	994812
510591	86598	36969	1824673	2196124	911077	2911613	687017	658202	744647	462542	1351747	255295	3857638	327485	2098172	468627	3351076	1006849
1069385	99950	40950	2721468	2616155	1063385	4118688	812684	692595	774183	566767	1379282	325273	4773325	394913	2253001	996387	4621791	1184065
1039789	87839	33554	2645109	2643397	1056404	4557006	879988	669921	804154	570244	1375331	359705	5017040	486879	2521229	752803	4642177	1171123
799655	66490	48155	2265522	2360641	1006613	5289770	922516	680060	781606	511004	1402376	329715	4706254	425184	2314715	595210	4048008	1080418
527610	66449	44361	2077207	2360746	988332	3334185	754635	673130	811032	480352	1484251	267396	4450436	346074	2202778	490824	3639382	1050547
1022275	86723	37251	2830178	2600988	1087936	4343163	904393	698566	762220	567190	1388158	327829	5233785	402878	2389594	1049307	4857009	1185646
1046203	88692	39833	2661097	2750449	1094903	4684118	966109	756519	798885	579496	1413330	346597	5375663	504102	2560877	740049	4730072	1186029
765511	79577	66377	2254474	2421260	1018597	5406747	994577	773692	735208	507499	1470536	355571	5059636	456484	2352942	599698	4185721	1076593
539039	88404	45882	2166097	2401575	991268	3557371	807148	736809	756807	488294	1586130	301438	4763873	341319	2286885	528902	3864968	1082428
